Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,RFM_Recency,Friction_Risk
0.0,6.0,3,Laptop & Accessory,3,Married,1,0,2.0,148.98,2.0,0.0
21.0,11.0,5,Fashion,4,Married,10,1,3.0,228.33,3.0,4.0
23.0,8.0,3,Grocery,3,Married,6,0,3.0,276.39,3.0,0.0
13.0,26.0,3,Fashion,1,Married,5,0,1.0,203.22,1.0,0.0
2.0,25.0,4,Laptop & Accessory,3,Married,2,0,4.0,186.2,4.0,0.0
1.0,24.0,4,Mobile Phone,3,Married,2,1,1.0,152.41,1.0,2.0
9.0,14.0,3,Laptop & Accessory,1,Married,5,0,7.0,150.79,7.0,0.0
9.0,13.0,3,Mobile,5,Single,4,1,3.0,121.66,3.0,4.0
0.0,6.0,4,Mobile,4,Single,2,0,0.0,128.36,0.0,0.0
9.0,13.0,3,Mobile,1,Married,2,1,2.0,122.75,2.0,3.0
0.0,14.0,3,Mobile,4,Married,3,1,2.0,123.73,2.0,3.0
9.0,28.0,3,Mobile,3,Divorced,5,1,1.0,121.32,1.0,2.0
0.0,11.0,3,Mobile,1,Single,2,0,2.0,131.17,2.0,0.0
3.0,9.0,4,Laptop & Accessory,3,Married,3,0,3.0,171.49,3.0,0.0
0.0,35.0,5,Laptop & Accessory,5,Single,9,0,2.0,149.69,2.0,0.0
8.0,12.0,5,Laptop & Accessory,1,Married,3,0,14.0,164.86,14.0,0.0
15.0,8.0,3,Mobile,3,Married,1,1,0.0,126.96,0.0,1.0
10.0,9.0,4,Mobile Phone,3,Single,6,0,10.0,150.19,10.0,0.0
9.0,21.0,3,Mobile,3,Married,2,0,2.0,122.07,2.0,0.0
1.0,16.0,4,Mobile Phone,1,Single,3,0,3.0,151.1,3.0,0.0
19.0,12.0,6,Laptop & Accessory,5,Single,3,1,5.0,182.69,5.0,6.0
10.0,8.0,6,Fashion,5,Married,4,1,3.0,227.52,3.0,4.0
9.0,6.0,5,Mobile Phone,3,Single,2,0,0.0,113.59,0.0,0.0
14.0,23.0,4,Mobile Phone,3,Married,11,0,1.0,160.44,1.0,0.0
23.0,14.0,4,Fashion,4,Married,5,0,3.0,229.66,3.0,0.0
5.0,9.0,5,Laptop & Accessory,5,Divorced,5,0,1.0,189.1,1.0,0.0
3.0,9.0,5,Laptop & Accessory,4,Divorced,4,0,1.0,191.44,1.0,0.0
8.0,7.0,2,Laptop & Accessory,2,Married,2,0,3.0,222.25,3.0,0.0
12.0,6.0,3,Others,3,Married,2,1,6.0,291.97,6.0,7.0
1.0,10.0,4,Mobile Phone,5,Single,7,1,5.0,151.57,5.0,6.0
8.0,7.0,2,Mobile Phone,2,Single,4,0,4.0,157.8,4.0,0.0
2.0,6.0,3,Fashion,2,Divorced,2,0,1.0,179.18,1.0,0.0
5.0,14.0,4,Laptop & Accessory,4,Divorced,2,1,9.0,152.28,9.0,10.0
20.0,9.0,4,Laptop & Accessory,2,Married,4,0,5.0,198.79,5.0,0.0
10.0,33.0,4,Laptop & Accessory,3,Married,8,0,3.0,178.47,3.0,0.0
9.0,35.0,2,Laptop & Accessory,3,Married,3,0,9.0,159.07,9.0,0.0
9.0,9.0,3,Mobile Phone,4,Married,2,0,7.0,136.92,7.0,0.0
8.0,9.0,2,Mobile Phone,1,Married,2,1,3.0,154.32,3.0,4.0
1.0,7.0,5,Fashion,3,Divorced,7,0,3.0,231.09,3.0,0.0
1.0,20.0,4,Laptop & Accessory,5,Married,4,0,3.0,167.33,3.0,0.0
3.0,35.0,3,Laptop & Accessory,5,Married,9,0,3.0,141.15,3.0,0.0
10.0,24.0,5,Laptop & Accessory,4,Married,4,0,4.0,180.07,4.0,0.0
28.0,26.0,4,Laptop & Accessory,5,Married,11,1,5.0,179.85,5.0,6.0
24.0,7.0,4,Others,4,Married,5,1,8.0,306.72,8.0,9.0
16.0,14.0,3,Mobile,3,Single,5,0,2.0,124.38,2.0,0.0
1.0,9.0,6,Mobile Phone,1,Married,7,1,3.0,159.64,3.0,4.0
9.0,16.0,3,Fashion,4,Married,6,0,7.0,173.14,7.0,0.0
11.0,10.0,4,Fashion,3,Divorced,3,0,3.0,219.34,3.0,0.0
19.0,33.0,5,Laptop & Accessory,5,Married,3,0,6.0,168.85,6.0,0.0
2.0,36.0,4,Laptop & Accessory,5,Divorced,9,1,1.0,191.73,1.0,2.0
5.0,15.0,4,Fashion,1,Married,3,0,10.0,232.93,10.0,0.0
24.0,6.0,3,Mobile,2,Divorced,2,0,0.0,127.23,0.0,0.0
11.0,6.0,3,Fashion,3,Single,5,1,0.0,178.61,0.0,1.0
4.0,7.0,4,Laptop & Accessory,1,Single,3,0,8.0,165.11,8.0,0.0
5.0,11.0,4,Laptop & Accessory,4,Single,3,0,3.0,218.55,3.0,0.0
17.0,6.0,3,Laptop & Accessory,1,Married,5,1,2.0,157.43,2.0,3.0
1.0,8.0,5,Mobile Phone,5,Single,8,0,8.0,148.62,8.0,0.0
7.0,28.0,4,Laptop & Accessory,1,Married,2,1,11.0,157.47,11.0,12.0
9.0,24.0,4,Laptop & Accessory,5,Married,5,1,3.0,214.66,3.0,4.0
9.0,16.0,4,Mobile Phone,3,Single,2,0,0.0,112.0,0.0,0.0
14.0,6.0,4,Others,3,Married,2,0,10.0,291.89,10.0,0.0
12.0,19.0,4,Grocery,4,Married,7,1,2.0,271.23,2.0,3.0
15.0,7.0,3,Fashion,5,Divorced,3,0,8.0,208.92,8.0,0.0
10.0,12.0,4,Laptop & Accessory,4,Single,10,0,8.0,184.14,8.0,0.0
8.0,6.0,3,Laptop & Accessory,3,Single,2,0,3.0,148.59,3.0,0.0
9.0,32.0,4,Fashion,3,Married,3,1,3.0,228.88,3.0,4.0
15.0,9.0,4,Grocery,5,Divorced,9,0,9.0,290.95,9.0,0.0
31.0,31.0,3,Fashion,2,Married,5,1,3.0,219.39,3.0,4.0
22.0,7.0,2,Grocery,2,Single,4,0,2.0,293.85,2.0,0.0
14.0,11.0,1,Laptop & Accessory,4,Single,4,0,2.0,168.7,2.0,0.0
13.0,8.0,3,Laptop & Accessory,1,Single,2,0,8.0,146.61,8.0,0.0
1.0,9.0,4,Mobile Phone,1,Married,2,0,2.0,150.23,2.0,0.0
7.0,6.0,4,Fashion,5,Married,10,0,6.0,204.82,6.0,0.0
3.0,35.0,4,Mobile Phone,1,Married,6,0,8.0,150.14,8.0,0.0
15.0,8.0,3,Others,3,Married,6,0,14.0,288.8,14.0,0.0
0.0,15.0,3,Mobile,5,Single,3,1,0.0,131.72,0.0,1.0
6.0,16.0,3,Laptop & Accessory,3,Single,2,0,9.0,154.87,9.0,0.0
19.0,7.0,5,Fashion,3,Married,5,0,5.0,232.48,5.0,0.0
9.0,10.0,5,Mobile Phone,3,Divorced,3,0,1.0,137.81,1.0,0.0
20.0,11.0,3,Others,3,Married,5,0,1.0,283.0,1.0,0.0
1.0,24.0,5,Mobile Phone,1,Married,7,0,4.0,148.67,4.0,0.0
5.0,19.0,3,Laptop & Accessory,1,Married,3,0,3.0,144.03,3.0,0.0
11.0,15.0,3,Mobile Phone,1,Married,3,0,3.0,147.71,3.0,0.0
5.0,8.0,3,Mobile,1,Single,1,0,6.0,130.68,6.0,0.0
11.0,9.0,4,Laptop & Accessory,3,Married,6,1,3.0,221.02,3.0,4.0
23.0,8.0,3,Grocery,5,Divorced,3,0,2.0,278.56,2.0,0.0
1.0,20.0,4,Mobile Phone,3,Divorced,3,0,7.0,145.96,7.0,0.0
9.0,13.0,1,Mobile,1,Married,5,0,2.0,120.89,2.0,0.0
0.0,7.0,4,Laptop & Accessory,5,Married,2,0,7.0,197.14,7.0,0.0
7.0,10.0,3,Fashion,1,Married,3,1,0.0,197.13,0.0,1.0
9.0,14.0,4,Mobile Phone,3,Married,3,0,1.0,149.04,1.0,0.0
10.0,34.0,4,Laptop & Accessory,3,Married,8,0,8.0,177.37,8.0,0.0
9.0,21.0,5,Laptop & Accessory,1,Married,2,0,11.0,154.06,11.0,0.0
1.0,23.0,4,Fashion,3,Married,4,0,1.0,206.61,1.0,0.0
24.0,35.0,4,Grocery,5,Divorced,6,1,3.0,293.8,3.0,4.0
1.0,16.0,4,Mobile Phone,5,Single,3,0,1.0,150.52,1.0,0.0
30.0,16.0,4,Grocery,1,Married,9,0,2.0,236.03,2.0,0.0
5.0,7.0,4,Mobile Phone,4,Single,3,0,1.0,150.01,1.0,0.0
12.0,9.0,5,Fashion,3,Married,5,1,3.0,202.56,3.0,4.0
10.0,22.0,4,Laptop & Accessory,3,Married,5,0,0.0,163.34,0.0,0.0
8.0,8.0,5,Laptop & Accessory,5,Single,2,0,10.0,178.43,10.0,0.0
9.0,7.0,5,Mobile Phone,5,Single,3,0,3.0,149.5,3.0,0.0
6.0,11.0,4,Fashion,1,Married,5,0,2.0,171.19,2.0,0.0
8.0,22.0,4,Grocery,5,Married,9,0,10.0,295.07,10.0,0.0
7.0,28.0,2,Mobile Phone,4,Married,3,0,14.0,145.28,14.0,0.0
0.0,14.0,4,Mobile,5,Single,2,1,0.0,126.0,0.0,1.0
1.0,16.0,4,Mobile Phone,5,Married,3,0,3.0,150.0,3.0,0.0
9.0,16.0,3,Fashion,5,Married,8,1,7.0,183.21,7.0,8.0
9.0,7.0,4,Laptop & Accessory,3,Single,3,0,4.0,173.59,4.0,0.0
1.0,20.0,4,Laptop & Accessory,3,Single,5,1,3.0,223.54,3.0,4.0
1.0,7.0,2,Fashion,4,Single,3,0,8.0,199.46,8.0,0.0
20.0,20.0,3,Laptop & Accessory,4,Married,9,0,7.0,154.67,7.0,0.0
3.0,22.0,3,Laptop & Accessory,3,Married,9,0,2.0,153.01,2.0,0.0
15.0,32.0,3,Grocery,4,Married,6,0,8.0,235.25,8.0,0.0
9.0,9.0,4,Laptop & Accessory,4,Single,7,0,3.0,169.25,3.0,0.0
1.0,24.0,5,Mobile Phone,4,Married,3,0,1.0,146.27,1.0,0.0
28.0,26.0,4,Fashion,4,Divorced,4,0,2.0,232.25,2.0,0.0
3.0,13.0,4,Mobile Phone,1,Married,3,0,9.0,156.31,9.0,0.0
30.0,16.0,4,Mobile Phone,3,Married,4,0,4.0,154.42,4.0,0.0
7.0,10.0,3,Laptop & Accessory,3,Divorced,10,0,2.0,165.38,2.0,0.0
15.0,29.0,4,Laptop & Accessory,3,Single,2,0,7.0,143.32,7.0,0.0
1.0,14.0,4,Mobile Phone,1,Single,3,0,8.0,150.7,8.0,0.0
6.0,9.0,4,Laptop & Accessory,4,Married,2,0,7.0,179.7,7.0,0.0
0.0,10.0,5,Fashion,2,Divorced,2,0,8.0,204.0,8.0,0.0
10.0,12.0,2,Laptop & Accessory,5,Married,5,1,7.0,159.74,7.0,8.0
3.0,14.0,4,Laptop & Accessory,1,Married,3,1,1.0,191.23,1.0,2.0
1.0,14.0,4,Mobile Phone,4,Single,3,1,1.0,149.72,1.0,2.0
0.0,14.0,4,Mobile,5,Single,8,0,0.0,125.61,0.0,0.0
4.0,18.0,3,Laptop & Accessory,1,Married,1,1,5.0,158.55,5.0,6.0
16.0,11.0,4,Laptop & Accessory,5,Single,9,0,6.0,176.55,6.0,0.0
0.0,26.0,5,Laptop & Accessory,3,Divorced,4,1,2.0,145.59,2.0,3.0
8.0,16.0,5,Fashion,4,Single,3,0,3.0,211.21,3.0,0.0
9.0,16.0,3,Mobile,4,Married,2,0,0.0,120.08,0.0,0.0
8.0,33.0,3,Laptop & Accessory,3,Married,3,0,7.0,168.83,7.0,0.0
12.0,9.0,1,Laptop & Accessory,4,Married,10,0,6.0,163.89,6.0,0.0
12.0,14.0,5,Laptop & Accessory,1,Single,2,0,6.0,165.28,6.0,0.0
0.0,14.0,4,Mobile,5,Single,7,1,0.0,124.04,0.0,1.0
1.0,21.0,4,Fashion,2,Single,2,1,8.0,200.53,8.0,9.0
10.0,9.0,5,Fashion,3,Married,3,0,1.0,200.96,1.0,0.0
4.0,11.0,3,Mobile,4,Married,2,0,2.0,127.89,2.0,0.0
9.0,9.0,4,Laptop & Accessory,1,Married,4,0,8.0,182.62,8.0,0.0
18.0,35.0,4,Grocery,5,Married,5,0,18.0,288.28,18.0,0.0
13.0,22.0,4,Laptop & Accessory,3,Single,7,0,0.0,150.94,0.0,0.0
9.0,8.0,3,Laptop & Accessory,4,Single,10,1,12.0,154.1,12.0,13.0
10.0,31.0,4,Laptop & Accessory,2,Married,8,0,3.0,157.31,3.0,0.0
28.0,32.0,1,Others,4,Married,5,1,4.0,296.36,4.0,5.0
28.0,8.0,4,Grocery,5,Single,8,0,2.0,267.56,2.0,0.0
23.0,8.0,4,Grocery,3,Single,6,0,1.0,278.79,1.0,0.0
0.0,33.0,3,Fashion,2,Divorced,2,0,9.0,176.39,9.0,0.0
4.0,13.0,3,Fashion,5,Married,3,0,2.0,196.37,2.0,0.0
1.0,11.0,3,Laptop & Accessory,5,Single,1,0,3.0,184.63,3.0,0.0
9.0,12.0,4,Mobile,3,Married,1,0,3.0,121.87,3.0,0.0
26.0,9.0,5,Mobile Phone,2,Single,9,0,3.0,157.12,3.0,0.0
25.0,7.0,4,Mobile Phone,2,Divorced,3,0,1.0,152.23,1.0,0.0
4.0,8.0,3,Mobile,3,Married,2,0,3.0,134.77,3.0,0.0
11.0,26.0,4,Laptop & Accessory,3,Married,5,0,3.0,182.68,3.0,0.0
11.0,14.0,3,Mobile,4,Married,6,0,8.0,125.92,8.0,0.0
16.0,33.0,1,Mobile Phone,4,Married,6,0,2.0,148.76,2.0,0.0
10.0,25.0,3,Mobile Phone,2,Divorced,6,0,1.0,161.88,1.0,0.0
1.0,36.0,6,Laptop & Accessory,5,Single,10,0,3.0,174.69,3.0,0.0
6.0,11.0,5,Laptop & Accessory,3,Divorced,3,0,9.0,186.62,9.0,0.0
4.0,35.0,4,Laptop & Accessory,1,Married,3,0,10.0,182.75,10.0,0.0
0.0,30.0,4,Fashion,5,Single,2,0,9.0,187.22,9.0,0.0
29.0,33.0,2,Others,4,Married,6,1,5.0,321.36,5.0,6.0
9.0,6.0,3,Mobile,2,Divorced,3,1,0.0,122.93,0.0,1.0
19.0,20.0,2,Grocery,3,Single,8,1,9.0,261.95,9.0,10.0
11.0,9.0,4,Laptop & Accessory,3,Divorced,6,1,3.0,221.02,3.0,4.0
25.0,18.0,5,Grocery,4,Single,5,0,4.0,256.42,4.0,0.0
1.0,32.0,5,Mobile Phone,4,Single,6,1,3.0,148.13,3.0,4.0
10.0,14.0,4,Mobile Phone,1,Single,4,0,2.0,171.78,2.0,0.0
8.0,17.0,2,Laptop & Accessory,1,Married,3,0,3.0,172.24,3.0,0.0
4.0,14.0,4,Mobile,3,Married,4,0,2.0,123.29,2.0,0.0
10.0,11.0,1,Mobile,3,Single,1,0,3.0,135.0,3.0,0.0
9.0,32.0,3,Laptop & Accessory,3,Married,7,0,2.0,153.47,2.0,0.0
0.0,16.0,3,Laptop & Accessory,3,Married,2,1,3.0,142.6,3.0,4.0
0.0,9.0,3,Mobile Phone,3,Single,2,0,7.0,140.84,7.0,0.0
16.0,14.0,3,Mobile,2,Single,1,0,7.0,124.55,7.0,0.0
26.0,7.0,4,Grocery,1,Married,4,0,9.0,295.99,9.0,0.0
22.0,17.0,5,Others,4,Married,6,0,10.0,321.65,10.0,0.0
1.0,15.0,4,Mobile Phone,5,Married,3,1,1.0,148.98,1.0,2.0
3.0,17.0,5,Laptop & Accessory,4,Married,3,1,8.0,207.68,8.0,9.0
13.0,22.0,3,Fashion,1,Single,7,1,3.0,179.45,3.0,4.0
4.0,36.0,4,Fashion,4,Married,5,0,3.0,217.5,3.0,0.0
29.0,11.0,4,Laptop & Accessory,3,Married,2,1,3.0,165.35,3.0,4.0
16.0,7.0,5,Laptop & Accessory,2,Divorced,11,1,3.0,185.62,3.0,4.0
2.0,9.0,5,Mobile Phone,4,Married,2,0,5.0,157.01,5.0,0.0
5.0,9.0,6,Mobile Phone,1,Married,6,1,1.0,152.78,1.0,2.0
17.0,22.0,5,Grocery,3,Married,3,0,12.0,301.03,12.0,0.0
1.0,17.0,4,Fashion,5,Married,3,0,3.0,212.93,3.0,0.0
11.0,8.0,5,Laptop & Accessory,1,Married,3,1,3.0,154.05,3.0,4.0
11.0,11.0,4,Mobile Phone,3,Divorced,9,1,4.0,154.96,4.0,5.0
22.0,12.0,4,Grocery,3,Married,3,1,12.0,239.66000000000005,12.0,13.0
23.0,13.0,4,Others,3,Married,6,1,8.0,287.4,8.0,9.0
0.0,31.0,1,Mobile,2,Single,2,1,1.0,129.94,1.0,2.0
22.0,11.0,3,Laptop & Accessory,3,Divorced,3,0,2.0,166.51,2.0,0.0
8.0,20.0,4,Fashion,3,Married,3,0,3.0,211.28,3.0,0.0
10.0,17.0,4,Fashion,2,Single,3,0,3.0,224.8,3.0,0.0
13.0,17.0,4,Laptop & Accessory,5,Married,4,0,8.0,178.77,8.0,0.0
12.0,8.0,4,Laptop & Accessory,2,Divorced,9,0,4.0,152.04,4.0,0.0
1.0,9.0,5,Mobile Phone,1,Single,3,0,1.0,136.02,1.0,0.0
8.0,7.0,5,Laptop & Accessory,5,Single,2,0,10.0,178.43,10.0,0.0
19.0,9.0,5,Grocery,1,Married,11,0,9.0,292.92,9.0,0.0
13.0,16.0,4,Laptop & Accessory,5,Married,3,0,10.0,176.51,10.0,0.0
3.0,7.0,3,Mobile Phone,4,Married,2,0,7.0,137.48,7.0,0.0
0.0,11.0,3,Others,3,Married,7,0,0.0,283.03,0.0,0.0
12.0,24.0,3,Laptop & Accessory,3,Single,1,0,7.0,145.34,7.0,0.0
13.0,17.0,4,Fashion,3,Single,9,0,3.0,259.64,3.0,0.0
0.0,14.0,5,Mobile,5,Divorced,2,0,1.0,124.51,1.0,0.0
13.0,14.0,4,Mobile,1,Single,1,1,3.0,123.42,3.0,4.0
7.0,6.0,3,Laptop & Accessory,4,Married,2,0,3.0,143.25,3.0,0.0
21.0,12.0,4,Others,3,Married,6,0,2.0,308.0,2.0,0.0
12.0,7.0,4,Mobile Phone,5,Single,5,0,1.0,151.19,1.0,0.0
13.0,14.0,3,Mobile,3,Married,3,0,2.0,123.45,2.0,0.0
24.0,14.0,4,Fashion,4,Divorced,6,0,3.0,224.9,3.0,0.0
18.0,7.0,4,Laptop & Accessory,1,Married,6,1,3.0,182.43,3.0,4.0
21.0,8.0,2,Laptop & Accessory,4,Divorced,4,0,2.0,181.2,2.0,0.0
20.0,21.0,4,Mobile Phone,4,Married,11,1,4.0,174.63,4.0,5.0
12.0,15.0,3,Laptop & Accessory,4,Single,21,0,3.0,167.82,3.0,0.0
19.0,9.0,4,Others,5,Divorced,7,1,5.0,323.59,5.0,6.0
24.0,36.0,5,Grocery,3,Divorced,2,0,8.0,295.46,8.0,0.0
18.0,8.0,4,Laptop & Accessory,1,Married,2,0,9.0,157.7,9.0,0.0
0.0,18.0,3,Laptop & Accessory,1,Single,4,1,7.0,145.81,7.0,8.0
0.0,14.0,3,Mobile,1,Single,2,1,2.0,123.23,2.0,3.0
2.0,9.0,3,Laptop & Accessory,3,Married,5,1,0.0,152.38,0.0,1.0
20.0,10.0,4,Grocery,3,Married,5,0,10.0,299.65,10.0,0.0
29.0,27.0,4,Laptop & Accessory,1,Married,5,1,9.0,179.15,9.0,10.0
9.0,6.0,4,Mobile,3,Divorced,7,0,7.0,122.58,7.0,0.0
14.0,17.0,5,Fashion,4,Married,4,0,3.0,222.05,3.0,0.0
12.0,8.0,4,Laptop & Accessory,3,Single,2,0,10.0,145.53,10.0,0.0
10.0,15.0,4,Laptop & Accessory,1,Married,6,0,8.0,175.79,8.0,0.0
19.0,10.0,4,Others,4,Divorced,3,0,8.0,287.89,8.0,0.0
14.0,9.0,4,Mobile Phone,3,Married,4,0,3.0,148.45,3.0,0.0
22.0,6.0,3,Grocery,3,Single,5,0,0.0,253.79,0.0,0.0
17.0,16.0,4,Laptop & Accessory,3,Married,5,1,8.0,181.79,8.0,9.0
1.0,21.0,4,Mobile Phone,5,Divorced,3,1,9.0,147.35,9.0,10.0
26.0,10.0,5,Grocery,5,Divorced,3,0,17.0,293.56,17.0,0.0
21.0,13.0,3,Laptop & Accessory,5,Married,5,0,2.0,154.86,2.0,0.0
31.0,7.0,4,Laptop & Accessory,3,Married,4,0,3.0,192.55,3.0,0.0
12.0,8.0,5,Mobile Phone,5,Single,6,0,1.0,153.58,1.0,0.0
3.0,6.0,4,Fashion,3,Single,2,0,8.0,184.74,8.0,0.0
26.0,127.0,4,Mobile Phone,1,Married,4,0,1.0,159.82,1.0,0.0
27.0,10.0,4,Grocery,3,Divorced,5,1,4.0,300.84,4.0,5.0
9.0,8.0,4,Fashion,3,Married,2,0,0.0,175.96,0.0,0.0
14.0,15.0,3,Others,3,Married,3,0,11.0,294.19,11.0,0.0
0.0,14.0,5,Mobile,2,Single,2,1,0.0,123.4,0.0,1.0
5.0,14.0,4,Laptop & Accessory,4,Married,2,1,9.0,152.28,9.0,10.0
7.0,7.0,2,Laptop & Accessory,5,Married,3,0,9.0,165.37,9.0,0.0
6.0,10.0,4,Mobile Phone,4,Divorced,9,0,2.0,138.38,2.0,0.0
21.0,11.0,4,Laptop & Accessory,3,Single,5,0,1.0,154.76,1.0,0.0
18.0,9.0,2,Fashion,1,Married,3,1,8.0,203.79,8.0,9.0
19.0,19.0,3,Laptop & Accessory,4,Single,7,0,9.0,155.62,9.0,0.0
6.0,15.0,5,Laptop & Accessory,4,Married,3,1,10.0,177.28,10.0,11.0
15.0,19.0,1,Laptop & Accessory,5,Married,6,0,0.0,155.38,0.0,0.0
16.0,12.0,4,Fashion,4,Single,11,1,3.0,209.46,3.0,4.0
18.0,15.0,4,Laptop & Accessory,3,Divorced,2,0,12.0,155.93,12.0,0.0
5.0,16.0,3,Fashion,1,Single,3,0,3.0,212.44,3.0,0.0
3.0,26.0,5,Laptop & Accessory,3,Married,3,0,3.0,211.2,3.0,0.0
19.0,35.0,5,Grocery,4,Single,3,0,7.0,292.04,7.0,0.0
9.0,27.0,3,Mobile,1,Married,8,0,2.0,122.58,2.0,0.0
1.0,28.0,4,Mobile Phone,3,Married,3,0,1.0,148.77,1.0,0.0
0.0,32.0,3,Mobile,1,Married,2,0,2.0,129.04,2.0,0.0
20.0,9.0,4,Laptop & Accessory,1,Married,4,0,5.0,198.79,5.0,0.0
28.0,10.0,3,Laptop & Accessory,3,Married,1,1,2.0,140.35,2.0,3.0
1.0,12.0,4,Mobile,2,Single,3,0,1.0,135.51,1.0,0.0
11.0,17.0,4,Mobile Phone,5,Married,2,1,4.0,152.82,4.0,5.0
8.0,15.0,2,Laptop & Accessory,3,Married,3,0,9.0,192.99,9.0,0.0
0.0,10.0,3,Mobile,4,Single,2,0,2.0,132.95,2.0,0.0
7.0,10.0,3,Fashion,1,Married,3,1,0.0,197.13,0.0,1.0
1.0,12.0,4,Mobile Phone,4,Single,2,0,3.0,149.22,3.0,0.0
4.0,7.0,4,Mobile Phone,3,Married,2,0,4.0,145.64,4.0,0.0
2.0,9.0,3,Laptop & Accessory,3,Divorced,2,0,2.0,155.61,2.0,0.0
18.0,8.0,3,Laptop & Accessory,4,Divorced,1,0,7.0,148.05,7.0,0.0
20.0,32.0,3,Others,3,Married,4,0,0.0,296.58,0.0,0.0
7.0,14.0,1,Laptop & Accessory,3,Married,3,0,2.0,144.04,2.0,0.0
15.0,13.0,5,Laptop & Accessory,4,Single,8,1,3.0,185.32,3.0,4.0
0.0,21.0,4,Mobile Phone,5,Married,1,0,3.0,147.74,3.0,0.0
30.0,30.0,4,Grocery,4,Married,6,1,10.0,259.02,10.0,11.0
9.0,11.0,3,Mobile Phone,4,Single,2,1,0.0,118.78,0.0,1.0
7.0,13.0,4,Laptop & Accessory,1,Married,5,0,8.0,202.25,8.0,0.0
20.0,14.0,4,Mobile Phone,3,Married,10,0,9.0,148.39,9.0,0.0
13.0,9.0,4,Mobile,3,Divorced,2,1,2.0,126.83,2.0,3.0
1.0,17.0,5,Mobile Phone,3,Single,3,0,3.0,151.25,3.0,0.0
6.0,17.0,4,Laptop & Accessory,1,Single,3,0,9.0,178.96,9.0,0.0
1.0,31.0,5,Fashion,5,Single,3,0,3.0,212.22,3.0,0.0
19.0,27.0,4,Laptop & Accessory,3,Single,10,0,2.0,173.5,2.0,0.0
8.0,15.0,4,Fashion,3,Divorced,2,1,15.0,206.85,15.0,16.0
0.0,6.0,5,Laptop & Accessory,4,Single,7,0,0.0,167.35,0.0,0.0
11.0,6.0,4,Laptop & Accessory,2,Single,5,0,1.0,186.86,1.0,0.0
20.0,31.0,4,Mobile Phone,1,Single,3,0,1.0,150.87,1.0,0.0
16.0,9.0,4,Others,3,Married,7,0,15.0,313.8,15.0,0.0
4.0,36.0,4,Laptop & Accessory,5,Married,10,0,4.0,166.15,4.0,0.0
3.0,22.0,6,Mobile Phone,1,Married,2,1,4.0,146.68,4.0,5.0
1.0,17.0,4,Laptop & Accessory,2,Single,2,0,2.0,174.5,2.0,0.0
7.0,9.0,4,Laptop & Accessory,1,Married,3,0,5.0,180.05,5.0,0.0
0.0,6.0,3,Laptop & Accessory,4,Divorced,1,1,4.0,163.49,4.0,5.0
9.0,7.0,4,Mobile,3,Married,2,0,0.0,120.08,0.0,0.0
0.0,15.0,4,Laptop & Accessory,5,Single,8,0,3.0,134.07,3.0,0.0
1.0,26.0,5,Mobile Phone,5,Married,3,0,8.0,165.66,8.0,0.0
1.0,32.0,2,Mobile Phone,2,Single,3,1,2.0,154.94,2.0,3.0
3.0,14.0,4,Laptop & Accessory,2,Married,3,1,1.0,191.23,1.0,2.0
16.0,30.0,3,Fashion,5,Single,7,1,2.0,204.48,2.0,3.0
20.0,7.0,3,Mobile,1,Married,8,0,2.0,134.2,2.0,0.0
15.0,16.0,4,Others,3,Married,4,0,12.0,319.19,12.0,0.0
16.0,21.0,4,Laptop & Accessory,1,Married,4,0,2.0,168.04,2.0,0.0
5.0,12.0,3,Laptop & Accessory,3,Single,2,0,7.0,150.1,7.0,0.0
8.0,15.0,2,Laptop & Accessory,3,Married,4,0,3.0,169.04,3.0,0.0
4.0,14.0,4,Mobile Phone,3,Married,3,0,1.0,137.74,1.0,0.0
19.0,8.0,3,Others,1,Married,8,1,2.0,293.28,2.0,3.0
0.0,14.0,4,Mobile,2,Single,2,0,0.0,125.64,0.0,0.0
0.0,8.0,3,Mobile,3,Single,3,0,0.0,134.85,0.0,0.0
2.0,14.0,3,Mobile,1,Married,5,0,7.0,125.14,7.0,0.0
10.0,16.0,4,Laptop & Accessory,2,Married,3,1,0.0,166.94,0.0,1.0
9.0,9.0,1,Laptop & Accessory,5,Married,7,0,4.0,168.42,4.0,0.0
17.0,14.0,3,Mobile,1,Single,7,1,2.0,124.36,2.0,3.0
3.0,28.0,4,Laptop & Accessory,3,Married,3,1,0.0,163.8,0.0,1.0
14.0,17.0,2,Mobile Phone,3,Married,5,1,8.0,147.13,8.0,9.0
0.0,17.0,1,Laptop & Accessory,3,Married,1,0,3.0,140.11,3.0,0.0
10.0,15.0,4,Laptop & Accessory,4,Married,2,0,3.0,141.89,3.0,0.0
8.0,15.0,4,Laptop & Accessory,5,Married,5,0,1.0,176.21,1.0,0.0
7.0,16.0,1,Laptop & Accessory,1,Married,2,0,2.0,147.24,2.0,0.0
9.0,9.0,3,Mobile Phone,1,Single,2,1,0.0,115.69,0.0,1.0
11.0,18.0,4,Fashion,1,Married,3,1,8.0,246.85,8.0,9.0
13.0,22.0,3,Mobile,3,Married,10,0,0.0,135.44,0.0,0.0
0.0,25.0,1,Laptop & Accessory,1,Single,9,1,4.0,153.04,4.0,5.0
5.0,7.0,6,Laptop & Accessory,3,Divorced,2,0,5.0,168.45,5.0,0.0
